제목,본문_clean,topic_id,topic_label
서울에서 통영으로 원룸이사 비용이요.,"안녕하세요. 저는 현재 서울 신대방 역 근처에서 살고 있는데요이번에 서울 생활 접고 통영으로 이사가려고 합니다. 이사 일자는 4월 29일? 주중에 하는 게싸다고 해서 그날로 잡고 싶어요.근데 6평 집에 짐이 많아요..책이 좀 많고.. 광파오븐, 옷장 꽉 채운 옷, 이불, 장판 2개, 컴퓨터, 주방 식기, 전자 피아노, 간이책상, 의자 등등입니다. 하여튼 자잘한 짐이 많아요.. 수납장이 잘 된 집에 살아서 좋긴 한데이사할 때 이런 문제가 있네요ㅠ짐 중에 젤 무거운 게 아마 광파오븐, 전자 피아노겠네요. 침대 없습니다. 매트 있는 거 버릴 거예요.(짐 안 늘리고 소소하게 살 걸 후회 중입니다.)서울 집은 근데 1층이라 큰 현관 자동문 열면 끝인데, 문제는 이사 갈 집이 4층에 계단이에요ㅠ 가능하다면 저, 엄마, 아빠도 짐 옮기고 할 건데요.. 이거 비용 얼마 나올까요..?어플이 나은지 아님 개인 용달 하시는 분이나은지 전문가분들의 의견 부탁드립니다.",0,기기 오작동/소음/설정 문제
한경희 광파오븐 유리볼,유리볼이 깨져서 다시 구매하고 싶은데어디서 사야될지 잘 모르겠어서요~ 다시 살 방법 없나용?ㅎ,2,신축/이사 입주 시 가전 선택
빵 만들기 알려 주세요…,"소금빵 이나 초코 빵? 이런거 만들려 하는데 알려주세요.,,..그리고 혹시 빵을 굽을때 오븐 꼭 써야ㅠ하나요..? 아님 에어프라이기 돌려도 되냐요..? 아님 그 동그란 광파 오든도 괜찮나요..?",4,광파오븐 핵심 사용/구매/레시피
생선구이 오븐,주로 생선구이 할 때 쓸 것 같은데요 키친아트 광파오븐 그런 쪽이 나을까요? 아님 일반 열선 식 오븐이 나을까요? 가격은 광파오븐이 더 싸긴 합니다..,4,광파오븐 핵심 사용/구매/레시피
닭곰탕 만드는게 이게 맞을까요 ???,"5,000원짜리 생닭을 구매하여, 광파오븐에서 조리하어, 반은 먹고, 나머지 반으로 얇게 찢어서 적당량을 만들어놓고, 슈퍼에서 사골곰탕과 대파, 당면을 구매하여 사골곰탕에 찢어놓은 닭과 대파 , 그리고 당면을 넣고, 추가로 후추, 소금으로 간을 해서 먹는다...",4,광파오븐 핵심 사용/구매/레시피
홈베이킹 입문 하려고 하는데 오븐부터 도구까지 다 추천해주세욤,홈베이킹을 하고싶은데 뭘 사야할지 머르겠어염..,1,주방 공간 배치 및 인테리어 고민
광파오븐 에어프라이기기능,스팀발효스팀구이이런것중에어떤게 에어프라이기 인가요,4,광파오븐 핵심 사용/구매/레시피
쿠키슈 광파오븐에 구워도 될까요?,쿠키슈를 구우려고 하는데 광파오븐에 구워도 잘 부푸는지 알려주세요,1,주방 공간 배치 및 인테리어 고민
오븐 제품 찾아주세요,오븐중에 전자레인지 기능 포함되고 열선 노출안된 제품을 찾습니다,4,광파오븐 핵심 사용/구매/레시피
Lg 오븐렌지? 쓰는법 알려주세요,LG DIOS 빌트인 광파오븐 38L MZ385EBTA 올인원 오븐 이 모델인데 오븐 예열하려고 종이호일을 넣었는데 저렇게 다 탔어요.. 그럼 음식을 넣어도 음식이 다 탈까요..? 아니면 애초에 저 오븐은 베이킹이 안되는거 인가요? 제발 도와주세요ㅠㅠㅠㅠㅠㅠ,1,주방 공간 배치 및 인테리어 고민
전자레인지 오븐 겸용 베이킹,"전자레인지도 되고 오븐도 되는 걸로 휘낭시에, 머랭 이런거 굽는게 가능한가요? 유튜브 보니까 80도에서 110분을 구우라는데.. 뭐 불 나는건 아니겠죠?",1,주방 공간 배치 및 인테리어 고민
에어프라이오븐전자레인지 추천해주세요,에어프라이어+전자레인지 20L짜리 있을까요? 이왕이면 무회전이요,1,주방 공간 배치 및 인테리어 고민
엘지 mz385ebt1,엘지 빌트인 광파오븐 레인지 약으로 하면 출력전력이 어떻게 되나요,1,주방 공간 배치 및 인테리어 고민
2026년 1월22일10시  년월일시8자,2026년 1월22일10시 년월일시8자,1,주방 공간 배치 및 인테리어 고민
튀어나온 이 못 어떻게 제거할 수 있나요?ㅠㅠ,"광파오븐을 설치하기 위해 문, 쇠로된 바, 나무 판자까지 제거했는데 나무판자에 박혀있던 이 못을 제거할 수가 없어요ㅠㅠ 옆에 서랍들도 꿈쩍을 안하고… 못만 제거하면 되는데…이렇게 튀어나온 못은 어떻게 제거해야 하나요?ㅠㅠㅠㅠ 도와주세요",3,이사/생활 주변 맥락 (광파오븐 포함)
오븐크리너 청소후 바닥변형,업소용 주방 바닥에 기름기 제거하려고 오븐크리너 뿌려놓고 20분 후에 물청소 했는데 부분부분 바닥에 얼룩지고 논슬립 까끌거리던 바닥이 대리석처럼 맨들거립니다 해결방법이 있을까요,4,광파오븐 핵심 사용/구매/레시피
쿠쿠 광파오븐...,쿠쿠 광파오븐인데요 이부분 뭔가요? 박스같이 구겨지던데그래서 빼 버렷는데 필요한건가요? 따로 구입할수잇는건가요?,3,이사/생활 주변 맥락 (광파오븐 포함)
4000w 멀티탭에 4000w 멀티탭,"안녕하세요 세탁기랑 광파 오븐(에어프라이어 + 오븐 + 전자레인지 올인원) 연결을 해야하는데 서로 위치랑 콘센트 위치가 애매해서 다음과 같이 했습니다.벽 콘센트: 4000w 3구4000w 3구 : [미연결], 세탁기, 4000w 2구4000w 2구 : [미연결], 광파 오븐이런식으로 되어있는데 괜찮을까요?되도록이면 멀티탭에 멀티탭 연결하지 말라는 말을 많이 들어서 안 하려고 하는데 방법이 이것 밖에 없어요 ㅠㅠ멀티탭 둘 다 누전 차단 들어가있긴 합니다",1,주방 공간 배치 및 인테리어 고민
리본돌 제작하려고 하는데 어떻게해야하나요?,제네시스 물감이 비싸서 파스텔로 제작해보려고해요파스텔로 제작하면 광파 오븐이나 신너 마감제 .. 이런거 다 필요하나요?ㅠㅠ,3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 사용법...,"오븐 사용법을 잘 몰라서요 (설명서 없음)위 , 아래 ,오른쪽 , 왼쪽 각자 무슨 기능인지 잘 모르겠어요.. 인터넷에 찾아봐도 안 나와서요 알려주시면 감사 하겠습니다",1,주방 공간 배치 및 인테리어 고민
주방용품 ?? 무엇인가요?,이 용퓸은 무엇인가요? 주방 용품 철제 같은데…ㅠㅠㅠㅠ 도무지 머르깄어요 힘이 들어가는 느낌은 아니에요,0,기기 오작동/소음/설정 문제
전자랜지 오븐모드에서 스탠레스용기 사용가능한가요?,전자랜지 LG Dios 광파오븐에서  스텐레스용기에 피자를 구우려고 합니다.  오븐모드에서 사용하면  스파크나 화재나 폭발 위함이 없는지요?,1,주방 공간 배치 및 인테리어 고민
전자렌지 찌든때 청소,"찌든때 청소로 구연산, 식초로 해봐도 지워지지 않습니다 이제 막 한달 정도 사용한 전자렌지인데 어떻게 지우면 좋을까요 lg광파오븐입니다",4,광파오븐 핵심 사용/구매/레시피
휘낭시에 모양이 이상해요ㅠㅠ,"안녕하세요 홈베이킹으로 휘낭시에를 만들어봤는데요집에 오븐이 없어서 약간 에어프라이어같은 광파오븐..?그런거에 구웠는데,,, 휘낭시에에 기포같은게 많이 생겼어요ㅠㅠ반죽을 잘못한건지 저 광파오븐이 별로인건지베이킹 고수분들 원인 좀 알려주심 감사하겠사와요..(양쪽에 초콜릿 스틱 얹고 구워서 색이 저래요..!)",4,광파오븐 핵심 사용/구매/레시피
대구 오븐 수리점,아는 지인이 오븐 필요없다고 준다해서 받았는데 아무 정보 없이 주는대로 받고 들어오니 앞 유리가 깨져 있더리구요.. lg디오사 광파오븐 MA921NWS 이고요 lg측에 문의 하니까 가격이 너무 비싸서 사설이나 개인업체 찾고 있는데 어디 없을까요 ㅠㅠ,4,광파오븐 핵심 사용/구매/레시피
크랙 소금빵 잘 굽는법 알려주세요ㅠ,오븐은 Lg dios 광파오븐 써용(전자레인지 겸용)문제는 일단바닥면이 너무 두꺼워서 바삭하게 돼도 먹으면 딱딱한 느낌이에요버터동굴도 별로 안 크고요..발효는 디오스 오븐에 발효기능이 있길래 쓰고 있긴 한데 온도가 40도 고정이라 너무 높아요ㅠ 다른 방법이 있을까요제미나이한테 크랙 소금빵 레시피 물어보고 그걸로 만드는데 크랙이 안 나더라고요 제가 문제인건지 레시피가 문제인건지...도와주세요ㅜㅜㅜㅜㅜㅜㅜ,4,광파오븐 핵심 사용/구매/레시피
음식 탄내 직접 흡입 문의,"안녕하세요음식 탄내 직접 흡입에 대해 문의드립니다광파오븐으로 핫도그를 데우다 완전 새카맣게 될 정도로 타버렷고 베란다에 연기가 가득 찰 정도로 자욱 했습니다일단 저는 광파오븐 종료를 위해 베란다로 들어갔고 10초가량 연기를 직접 흡입하며 베란다 창문 개방 및 전원종료 하였습니다그 과정 중 중문을 닫지않아 온 집안으로 연기가 유입되어서 가족도 연기를 마셨습니다60일 된 아기도 있어 너무 자신에게 화가납니다현재 1시간 가량 온집안 문을 개방하여 환기중인데직접 연기를 10초가량 마신것과 거실로 유입된 연기를 영유아기에 맡아도 괜찮은지 궁금합니다.,.",3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 사용 후 법랑접시 내려놓을때,lg광파 오븐 구매했는데요법랑접시 꺼내서 그냥 조리대 위에 내려놓나요?아님 법랑접시 밑에 뭘 깔고 올려두나요?,1,주방 공간 배치 및 인테리어 고민
LG DIOS 오븐형 전자레인지 전원 안 들어 옴,제가 음식을 조리 중에 전자레인지 문을 열었는데 그 이후로 갑자기 전원이 안 들어 오고 작동이 안되네요 고장 인가요?,1,주방 공간 배치 및 인테리어 고민
에어프라이어오븐이랑 오븐이랑 차이점이 뭔가요?,"베이킹을 하는데 보통 레시피를 보면 오븐의 기준으로 하잖아요,,에어프라이어 오븐을 사용중인데 그 레시피 그대로 하면 너무 건조하고 바스러지고 있어요..에어프라이어 오븐이랑 일반오븐의 차이가 뭔가요? 그리고 오븐도 컨벡션 오븐, 광파오븐, 데크오븐있던데 차이점이 궁금합니다",1,주방 공간 배치 및 인테리어 고민
LG 디오스 빌트인 오븐 차이점 무엇일까요?,안녕하세요. 기존 아파트에 옵션으로 설치된 광파오븐이 MZ385EBT 입니다. 같은 사이즈로 교체(구입)하려고하는데이렇게 두가지가 같아보이더라구요! MZ385EBTA / MZ385EBT1 두제품 기능등등 차이점이 어떻게 될까요? 답변주시면 감사하겠습니다 !,1,주방 공간 배치 및 인테리어 고민
전자렌지에 스텐리스 도구. 사용가능한가요?,"전자랜지 LG DIOS 광파오븐을사용하고있는데요, 오븐모드에서. 파자를 스텐래스 용기에서. 구으려 합니다. 스파크나. 폭발 또는 다른. 문제가 발생하지는 않을지요?",1,주방 공간 배치 및 인테리어 고민
알루미늄 켭 전자레인지 겸 오븐에 사용가능한가요?,에그타르트 만들려고 하는데 전자레인지인데 오븐 기능이 있는 건데 오븐기능으로 하면 알루미늄 컵 사용해도 괜찮은거죠??,1,주방 공간 배치 및 인테리어 고민
3가지 기능이 다되는 가전제품 찾고 있습니다,전자레인지 기능 에어프라이어 기능오븐 기능 다 있는 10만원 후반대 가전제품 있을까요 ㅠㅠㅠ좀 넓직했으면 좋겠어요,4,광파오븐 핵심 사용/구매/레시피
광파오븐 찌든때 제거,이거 찌든때 어떻게없애나요 과탄산소다는해봣는데 안지네요,4,광파오븐 핵심 사용/구매/레시피
오븐 사용법,Haan 오븐 사용하려하는데 4개의 다이얼을 다 조작해도 열이 안들어와요 고장난 건가요 아니면 사용법이 잘못됐을까요?,4,광파오븐 핵심 사용/구매/레시피
오븐레인지 예열,이거 동그라미친 표시가 예열만 가능 하다는 표시인가요? 광파오븐인데 오븐 버튼 눌르니까 저거 나오던데 저거는 걍 예열만 가능한건가요?? 오븐 버튼 누르고 저런 표시 나오면 구우면 안되는 건가요?,4,광파오븐 핵심 사용/구매/레시피
쿠키만들때 질문,광파오븐이라서 여러번 돌릴 때 뜨거워진 오븐으로 인해 뒤에껀 다르게 나오는 경우도 있더라고요. 좀 돌리고 상태보고 더 돌리고 이렇게 해도 되나요?,2,신축/이사 입주 시 가전 선택
